Kingdom,Phylum,Class,Order,Family,Genus,Aerotolerance,Aerotolerance_cat,Reference,Comments,Citation_link
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Hoeflea,A,aerotolerant,Bergey's Manual,Based on Rhizobiaceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Jiella,A,aerotolerant,Bergey's Manual (based on Rhizobiaceae),Based on Rhizobiaceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Neorhizobium,A,aerotolerant,Bergey's Manual (based on Rhizobiaceae),Based on Rhizobiaceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ochrobactrum,OA,aerotolerant,Bergey's Manual,NA,NA
NA,NA,NA,NA,NA,NA,FAN,aerotolerant,"Yang et al., 2020",NA,https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.004574
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Other,A,aerotolerant,Bergey's Manual,Based on Rhizobiaceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Paenochrobactrum,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Phyllobacterium,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudaminobacter,A,aerotolerant,Bergey's Manual,NA,NA
,,,,Rhizobiaceae,Pseudochrobactrum,Oxidative metabolism?,unknown,Bergey's manual,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Shinella,A,aerotolerant,Bergey's Manual,Based on Rhizobiaceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Tianweitania,A,aerotolerant,Bergey's Manual,Based on Rhizobiaceae,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Chujaibacter, ,unknown,"Kim et al., 2015",NA,https://link.springer.com/article/10.1007/s12275-015-5136-y
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,A,aerotolerant,"Lee et al., 2014",NA,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4211348/
NA,NA,NA,NA,NA,NA,A,aerotolerant,"Xie & Yokota, 2005",NA,https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.63377-0
,,,,Rhodanobacteraceae,Frateuria,OA,aerotolerant,Bergey's manual,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Luteibacter, ,unknown,"Johansen et al., 2005",NA,https://pubmed.ncbi.nlm.nih.gov/16280484/
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Mizugakiibacter, ,unknown,not in Bergey's,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Oleiagrimonas, ,unknown,"Yang et al., 2017",NA,https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.001846
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,A,aerotolerant,Bergey's Manual,NA,NA
NA,NA,NA,NA,NA,NA,A,aerotolerant,"Weon et al., 2009",NA,https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.005165-0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Actibacterium,OA/FAN,aerotolerant,Bergey's Manual (based on Rhodobacteraceae),Based on Rhodobacteraceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Albirhodobacter,OA/FAN,aerotolerant,Bergey's Manual,Based on Rhodobacteraceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Boseongicola,OA/FAN,aerotolerant,Bergey's Manual,Based on Rhodobacteraceae,NA
NA,NA,NA,NA,NA,NA,A,aerotolerant,"Liu et al., 2023",NA,https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.006051
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Defluviimonas,OA/FAN,aerotolerant,Bergey's Manual,Based on Rhodobacteraceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Falsirhodobacter,OA/FAN,aerotolerant,Bergey's Manual (based on Rhodobacteraceae),Based on Rhodobacteraceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Gemmobacter,A/FAN,aerotolerant,Bergey's Manual,NA,NA
NA,NA,NA,NA,NA,NA,A,aerotolerant,"Baek et al., 2015",NA,https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.000507
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Jannaschia,OA/FAN,aerotolerant,Bergey's Manual (based on Rhodobacteraceae),Based on Rhodobacteraceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Limibaculum,OA/FAN,aerotolerant,Bergey's Manual (based on Rhodobacteraceae),Based on Rhodobacteraceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Maribius,OA/FAN,aerotolerant,Bergey's Manual,Based on Rhodobacteraceae,NA
,,,,Rhodobacteraceae,Methylarcula,A,aerotolerant,Bergey's manual,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceaniovalibus,OA/FAN,aerotolerant,Bergey's Manual,Based on Rhodobacteraceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter,A/MA,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Other,OA/FAN,aerotolerant,Bergey's Manual,Based on Rhodobacteraceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paenirhodobacter,OA/FAN,aerotolerant,Bergey's Manual (based on Rhodobacteraceae),Based on Rhodobacteraceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Plastorhodobacter,OA/FAN,aerotolerant,Bergey's Manual (based on Rhodobacteraceae),Based on Rhodobacteraceae,NA
NA,NA,NA,NA,NA,NA,OA,aerotolerant,"Lai et al., 2013",NA,https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.041525-0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter,OA/FAN,aerotolerant,Bergey's Manual,Based on Rhodobacteraceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudoruegeria,OA/FAN,aerotolerant,Bergey's Manual,Based on Rhodobacteraceae,NA
,,,,Rhodobacteraceae,Puniceibacterium,OA/FAN,aerotolerant,Bergey's Manual,Based on Rhodobacteraceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,unknown,unknown,Bergey's Manual,NA,https://bmcsystbiol.biomedcentral.com/articles/10.1186/1752-0509-5-116
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobaculum,OA/FAN,aerotolerant,Bergey's Manual,Based on Rhodobacteraceae,NA
,,,,Rhodobacteraceae,Roseibacterium,OA/FAN,aerotolerant,Bergey's Manual,Based on Rhodobacteraceae,NA
,,,,Rhodobacteraceae,Roseinatronobacter,OA,aerotolerant,Bergey's manual,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseivivax,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,OA/FAN,aerotolerant,Bergey's Manual (based on Rhodobacteraceae),Based on Rhodobacteraceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,OA,aerotolerant,Bergey's Manual,NA,NA
,,,,Rhodobacteraceae,Tabrizicola,OA/FAN,aerotolerant,Bergey's Manual,Based on Rhodobacteraceae,NA
NA,NA,NA,NA,NA,NA,FAN,aerotolerant,"Sass et al., 2010",NA,https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.013524-0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thioclava,OA/FAN,aerotolerant,Bergey's Manual,Based on Rhodobacteraceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Yoonia-Loktanella,A,aerotolerant,Bergey's Manual based on Yoonia,Based on Yoonia,NA
NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Azovibrio,MA,aerotolerant,Bergey's Manual,NA,NA
,,,,Rhodocyclaceae,Propionivibrio,OAN/A,mixed,Bergey's manual,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Thauera,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,Rubrivirga,OA/FAN,aerotolerant,Bergey's Manual,Based on Rhodothermaceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,unknown,unknown,Bergey's Manual,NA,NA
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,OAN,nonaerotolerant,Bergey's Manual,NA,NA
NA,NA,NA,NA,NA,NA,OAN,nonaerotolerant,"Abe et al., 2012",NA,https://www.jstage.jst.go.jp/article/jgam/58/6/58_405/_article
,,,,Rikenellaceae,dgA-11 gut group,NA,unknown,NA,NA,NA
,,,,Rikenellaceae,Mucinivorans,NA,unknown,Not on Bergey's,NA,NA
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Other,unknown,unknown,NA,NA,NA
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,OAN,nonaerotolerant,Bergey's Manual,NA,NA
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae RC9 gut group,A?,aerotolerant,"Bergey's Manual, Graf 2014 in The Procaryotes, (based on family Rikenellaceae)",Based on Rikenellaceae,NA
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rs-E47 termite group,Other, ,unknown,NA,NA,NA
,,,,Ruaniaceae,Ruania,A,aerotolerant,Bergey's manual,NA,NA
Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Planctomicrobium,A,aerotolerant,"Kulichevskaya et al., 2015",NA,https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.000154
Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,SH-PL14, ,unknown,not in Bergey's,NA,NA
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,OA/FAN,aerotolerant,Bergey's Manual,Based on Rubritaleaceae,NA
NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA
NA,NA,NA,NA,NA,NA,OA/FAN,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,[Eubacterium] siraeum group,OAN,nonaerotolerant,Bergey's Manual (based on genus Eubacterium),Based on Eubacterium,NA
,,,,Ruminococcaceae,Anaerofilum,OAN,nonaerotolerant,Bergey's manual,NA,NA
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Anaerotruncus,OAN,nonaerotolerant,Bergey's Manual,NA,NA
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Angelakisella,OAN,nonaerotolerant,Mailhe et al. 2017b,Not in Bergey's,NA
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Candidatus Soleaferrea,OAN,nonaerotolerant,Bergey's Manual,Based on Ruminococcaceae,NA
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Caproiciproducens,OAN,nonaerotolerant,Bergey's Manual,Based on Ruminococcaceae,NA
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,DTU089,OAN,nonaerotolerant,Bergey's Manual,Based on Ruminococcaceae,NA
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,OAN,nonaerotolerant,Bergey's Manual,NA,NA
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Fournierella,OAN,nonaerotolerant,Bergey's Manual (based on Ruminococcaceae All species are obligate anaerobes),Based on Ruminococcaceae,NA
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Harryflintia,OAN,nonaerotolerant,Bergey's Manual (based on Ruminococcaceae All species are obligate anaerobes),Based on Ruminococcaceae,NA
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Incertae Sedis,AN,aerotolerant,"Stackebrandt e. The Family Lachnospiraceae in Rosenberg E et al., The Prokaryotes (all members of Lachnospiraceae are anaerobes)",Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Negativibacillus,OAN,nonaerotolerant,Bergey's Manual,Based on Ruminococcaceae,NA
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Other,OAN,nonaerotolerant,Bergey's Manual,Based on Ruminococcaceae,NA
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Paludicola,OAN,nonaerotolerant,Bergey's Manual,Based on Ruminococcaceae,NA
,,,,Ruminococcaceae,Phocea,OAN,nonaerotolerant,Bergey's Manual,Based on Ruminococcaceae,NA
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Pygmaiobacter,OAN,nonaerotolerant,Bergey's Manual (based on Ruminococcaceae All species are obligate anaerobes),Based on Ruminococcaceae,NA
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,OAN,nonaerotolerant,"Bergey's Manual, Browne et al., 2016 ",NA,NA
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Subdoligranulum,OAN,nonaerotolerant,Bergey's Manual,NA,NA
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,UBA1819,OAN,nonaerotolerant,Bergey's Manual Browne et al. 2016 (based on family Ruminococcaceae),Based on Faecalibacterium,NA
NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,OA/FAN,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,Other, ,unknown,NA,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Sanguibacteraceae,Sanguibacter-Flavimobilis,unknown,unknown,Bergey's Manual,Based on Sanguibacter,https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.004829
NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella,A,aerotolerant,Bergey's manual (based on family),Based on Saprospiraceae,NA
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Other,A,aerotolerant,Bergey's Manual,Based on Saprospiraceae,NA
,,,,Saprospiraceae,Rubidimonas,A,aerotolerant,Bergey's Manual,Based on Saprospiraceae,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,Other, ,unknown,NA,NA,NA
Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Planctopirus, ,unknown,not in Bergey's,NA,NA
Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Schlesneria,A,aerotolerant,Bergey's Manual,NA,NA
NA,NA,NA,NA,NA,NA,OAN,nonaerotolerant,Bergey's Manual,NA,NA
,,,,Selenomonadaceae,Megamonas,NA,unknown,Not on Bergey's,Have not looked from beyond Bergey's,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,FAN,aerotolerant,Bergey's Manual,NA,NA
,,,,Solibacteraceae,Candidatus Solibacter,NA,unknown,Not on Bergey's,Have not looked from beyond Bergey's,NA
NA,NA,NA,NA,NA,NA,A,aerotolerant,"Friedrich & Lipski, 2008",NA,https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.65517-0
Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Other, ,unknown,Bergey's Manual,Based on Solirubrobacteraceae,NA
Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Parviterribacter, ,unknown,"Foesel et al., 2016",not in Bergey's,https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.000770
Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Patulibacter,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,A,aerotolerant,Bergey's Manual,NA,NA
NA,NA,NA,NA,NA,NA,OA,aerotolerant,"Prasad et al., 2013",NA,https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.044420-0
NA,NA,NA,NA,NA,NA,FA,aerotolerant,"Pankratov et al., 2007",NA,https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.65100-0
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,A,aerotolerant,Bergey's Manual,NA,NA
NA,NA,NA,NA,NA,NA,unknown,unknown,"Cao et al., 2014",NA,https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.053991-0
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,OA,aerotolerant,"Yoon et al., 2019",NA,https://academic.oup.com/femsle/article/366/11/fnz131/5519857
,,,,Sphingomonadaceae,Ellin6055,NA,unknown,NA,Have not looked from beyond Bergey's,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter,A,aerotolerant,Bergey's Manual,NA,NA
NA,NA,NA,NA,NA,NA,A,aerotolerant,"Felfoldi et al., 2014",NA,https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.053736-0
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,A,aerotolerant,Bergey's manual,NA,NA
,,,,Sphingomonadaceae,Polymorphobacter,NA,unknown,Not on Bergey's,Have not looked from beyond Bergey's,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Qipengyuania, FA,aerotolerant,"Feng et al., 2015",NA,https://pubmed.ncbi.nlm.nih.gov/26220187/
NA,NA,NA,NA,NA,NA,OA,aerotolerant,"Francis et al., 2014",NA,https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.058909-0
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,A,aerotolerant,Bergey's Manual,NA,NA
,,,,Sphingomonadaceae,Sphingorhabdus,NA,unknown,Not on Bergey's,Have not looked from beyond Bergey's,NA
NA,NA,NA,NA,NA,NA,A,aerotolerant,"Chen et al., 2022",NA,https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.005198
NA,NA,NA,NA,NA,NA,OAN/FAN,mixed,Bergey's Manual,Based on Spirochaeta,NA
,,,,Spirosomaceae,Dyadobacter,A,aerotolerant,Bergey's manual,NA,NA
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Persicitalea,OA,aerotolerant,"Yoon et al., 2007",NA,https://pubmed.ncbi.nlm.nih.gov/17473250/
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Rhabdobacter, ,unknown,not in Bergey's,NA,NA
NA,NA,NA,NA,NA,NA,OA/FAN,aerotolerant,Bergey's Manual,NA,NA
NA,NA,NA,NA,NA,NA,A/FAN,aerotolerant,Bergey's Manual,Based on Sporichthyaceae,NA
Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,Longivirga,A/FAN,aerotolerant,Bergey's manual (based on family),Based on Sporichthyaceae,NA
Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,Other,A/FAN,aerotolerant,Bergey's Manual,Based on Sporichthyaceae,NA
Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,Dendrosporobacter,OAN,nonaerotolerant,Bergey's Manual,NA,NA
Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,Other, ,unknown,NA,NA,NA
Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,Sporomusa,AN,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Corticicoccus, ,unknown,not in Bergey's,NA,NA
Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Jeotgalicoccus,FAN,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Macrococcus, ,unknown,not in Bergey's,NA,NA
Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Other, ,unknown,NA,NA,NA
Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,FAN,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Labrenzia, ,unknown,not in Bergey's,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Other, ,unknown,NA,NA,NA
,,,,Steroidobacteraceae,Steroidobacter,NA,unknown,Not on Bergey's,Have not looked from beyond Bergey's,NA
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,FAN,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Other,FAN,aerotolerant,Bergey's Manual,Based on Streptococcaceae,NA
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,FAN,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Kitasatospora,A,aerotolerant,Bergey's manual (based on family),Based on Streptomycetaceae,NA
Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Other,A,aerotolerant,Bergey's Manual,Based on Streptomycetaceae,NA
Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,A,aerotolerant,Bergey's Manual,NA,NA
,,,,Streptosporangiaceae,Nonomuraea,A,aerotolerant,Bergey's manual,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Streptosporangium,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Firmicutes,Sulfobacillia,Sulfobacillales,Sulfobacillaceae,Other, ,unknown,NA,NA,NA
Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Sumerlaea,unknown,unknown,"Kwon et al., 2007",NA,https://pubmed.ncbi.nlm.nih.gov/18051608/
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,Other, ,unknown,NA,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,OAN,nonaerotolerant,"Nagai et al., 2009",AURA - CANNOT FIND THIS REF?,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,MA/AN,aerotolerant,Bergey's Manual,NA,NA
NA,NA,NA,NA,NA,NA,OAN,nonaerotolerant,"Jumas-Bilak et al., 2007",NA,https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.65213-0
NA,NA,NA,NA,NA,NA,OAN,nonaerotolerant,Bergey's Manual,NA,NA
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Candidatus Vestibaculum, ,unknown,not in Bergey's,NA,NA
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Macellibacteroides, ,unknown,not in Bergey's,NA,NA
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Other, ,unknown,NA,NA,NA
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,OAN,nonaerotolerant,Sakamoto & Benno 2006,not in Bergey's,NA
Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Other,A,aerotolerant,Bergey's Manual,Based on Thermoactinomycetaceae,NA
Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Risungbinella,A,aerotolerant,Bergey's manual (based on family),Based on Thermoactinomycetaceae,NA
,,,,Thermoactinomycetaceae,Thermoactinomyces,A,aerotolerant,Bergey's manual,NA,NA
NA,NA,NA,NA,NA,NA,AN,aerotolerant,Bergey's Manual,Listed to be 'neutrophilic anaerobic' but not said explicitly to be obligate anaerobes,NA
NA,NA,NA,NA,NA,NA,A,aerotolerant,Bergey's Manual,NA,NA
,,,,Thermomonosporaceae,Actinocorallia,A,aerotolerant,Bergey's manual,NA,NA
,,,,Thermomonosporaceae,Actinomadura,A,aerotolerant,Bergey's manual,NA,NA
Bacteria,Deinococcota,Deinococci,Deinococcales,Trueperaceae,Truepera,A,aerotolerant,Bergey's Manual,NA,NA
